CustomerID,Name,Email,Phone,Age,Income,Registration_Date,Status
CUST_000109,Jane Smith,user108@example.com,+14568754231,38,53462.69185992676,2022-02-09,suspended
CUST_000110,Emily Smith,user109@example.com,(967) 686-7090,34,81269.46322650474,"June 02, 2020",active
CUST_000111,Sarah Williams,user110@example.com,+14336448298,18,41070.77820426623,09-12-2023,active
CUST_000112,Lisa Johnson,user111@example.com,+14278461172,34,92283.99051774699,2021-12-21,INACTIVE
CUST_000113,Mike Garcia,user112@example.com,+18771951907,35,41573.84817257828,2023-11-27,suspended
CUST_000114,Lisa Johnson,user113@example.com,+18053295874,64,56783.96393225143,2021-09-27,Active
CUST_000115,Lisa Miller,user114@example.com,3748437802,32,49375.92809194466,"December 09, 2022",active
CUST_000116,Chris Johnson,user115@example.com,(487) 190-5264,38,57468.38267001922,2022-05-14,suspended
CUST_000117,Jane Smith,invalid_email_116,+17863422758,34,63891.839901462576,"January 30, 2022",active
CUST_000118,Chris Williams,user117@example.com,551-441-7462,20,63676.70480177753,2021-07-24,INACTIVE
CUST_000119,Chris Brown,user118@example.com,694-988-1626,48,39937.653387588405,02-05-2020,active
CUST_000120,Lisa Miller,user119@example.com,,44,32541.706451048587,"October 30, 2022",suspended
CUST_000121,John Garcia,user120@example.com,(444) 502-7568,44,105063.43581811422,2023-03-27,Active
CUST_000122,Jane Smith,user121@example.com,(163) 767-7453,24,45320.31320798894,2022-12-11,Active
CUST_000123,Chris Garcia,user122@example.com,828-220-1881,51,68984.24877343973,"November 13, 2020",Active
CUST_000124,Emily Miller,user123@example.com,+14983651925,18,22847.173789536064,10/16/2022,active
CUST_000125,,user124@example.com,991-858-1908,42,49407.74560190646,25-11-2020,INACTIVE
CUST_000126,,invalid_email_125,(613) 210-2481,61,52456.01232035114,2023-03-19,Active
CUST_000127,Lisa Johnson,user126@example.com,+14728834201,23,64456.30139855665,05/18/2023,Active
CUST_000128,Chris Johnson,user127@example.com,+17867465036,28,20000.0,09/27/2021,active
CUST_000129,David Brown,user128@example.com,263-594-3673,36,58322.812261566614,20-10-2022,active
CUST_000130,Sarah Miller,user129@example.com,+16575018219,28,32005.17089264214,"May 18, 2023",suspended
CUST_000131,Jane Brown,user130@example.com,162-442-6907,18,61486.91422389848,29-10-2022,Active
CUST_000132,,user131@example.com,+16988311605,35,34273.41606323674,25-07-2022,Pending
CUST_000133,John Smith,user132@example.com,2868107294,22,37890.34608148837,12/15/2020,Pending
CUST_000134,Sarah Johnson,user133@example.com,+18206623999,40,49527.44779213464,2022-10-29,suspended
CUST_000135,Chris Brown,user134@example.com,,23,33953.41060793609,29-01-2022,suspended
CUST_000136,Lisa Johnson,user135@example.com,6873534553,53,45489.3110652929,07-06-2020,Pending
CUST_000137,Chris Smith,user136@example.com,(231) 500-9344,25,31132.484629133694,04/11/2022,suspended
CUST_000138,Mike Brown,user137@example.com,(368) 530-1322,5,20000.0,29-07-2023,INACTIVE
CUST_000139,John Brown,user138@example.com,,44,75359.14104858719,06/11/2023,active
CUST_000140,David Miller,user139@example.com,658-964-9777,20,29079.026143521434,09/29/2022,active
CUST_000141,Lisa Williams,user140@example.com,,37,51426.38224784033,27-04-2023,suspended
CUST_000142,Chris Garcia,user141@example.com,1858093218,50,70057.8216298757,11/13/2023,active
CUST_000143,Lisa Johnson,user142@example.com,2768177134,18,42701.11794967914,11-03-2020,INACTIVE
CUST_000144,,invalid_email_143,4619157777,37,38496.68200508924,2021-02-27,active
CUST_000145,Sarah Smith,user144@example.com,(782) 473-6504,38,59524.76177334843,"July 13, 2020",Active
CUST_000146,John Garcia,user145@example.com,(809) 477-6923,44,77358.67645454305,27-04-2020,active
CUST_000147,Emily Smith,user146@example.com,4306699032,20,31613.69469827062,"October 12, 2020",INACTIVE
CUST_000148,John Jones,user147@example.com,(547) 299-1094,19,51997.04335965122,"April 16, 2021",INACTIVE
CUST_000149,Lisa Jones,user148@example.com,(660) 896-3905,41,20350.10810065345,"January 28, 2022",INACTIVE
CUST_000150,Mike Smith,user149@example.com,+14652479899,38,47135.9799263562,11/15/2023,Pending
CUST_000151,,user150@example.com,(609) 206-7136,38,55684.09369076151,16-03-2023,active
CUST_000152,Mike Smith,user151@example.com,712-764-7716,39,37907.507164898685,10-03-2022,INACTIVE
CUST_000153,Jane Garcia,user152@example.com,260-520-9622,26,45860.16332349537,07-11-2022,Pending
CUST_000154,Sarah Brown,user153@example.com,610-372-7756,37,26835.464633851,"July 25, 2022",Pending
CUST_000155,Jane Jones,user154@example.com,(428) 134-8452,38,56541.57222762987,02-03-2020,Active
CUST_000156,Sarah Jones,user155@example.com,3512051160,26,76113.884977663,05-02-2020,suspended
CUST_000157,John Jones,user156@example.com,4618431807,57,33057.122604590724,20-08-2022,active
CUST_000158,Jane Brown,user157@example.com,591-423-7604,40,42546.56466895234,"May 05, 2023",active
CUST_000159,Emily Williams,user158@example.com,459-868-1418,20,65050.92492908364,01/08/2022,INACTIVE
CUST_000160,,user159@example.com,7661126243,42,79241.81438645473,06/23/2023,INACTIVE
CUST_000161,Emily Johnson,user160@example.com,+16757577888,23,25136.203755821374,2023-03-11,Pending
CUST_000162,David Brown,user161@example.com,+19233665155,44,51624.30525168101,2022-12-27,Active
CUST_000163,Mike Garcia,user162@example.com,+17023178316,48,60662.6164463905,27-06-2023,Pending
CUST_000164,David Brown,user163@example.com,+19494935844,25,52958.87218742304,24-03-2020,INACTIVE
CUST_000165,Emily Miller,user164@example.com,348-324-4833,46,20000.0,28-07-2021,suspended
CUST_000166,Jane Smith,user165@example.com,(553) 383-7691,39,65021.80018617544,27-04-2022,Active
CUST_000167,Lisa Jones,user166@example.com,(591) 691-3423,44,85386.72702181288,2020-12-19,active
CUST_000168,Jane Smith,user167@example.com,8095403789,57,500000.0,12/09/2023,Active
CUST_000169,Sarah Jones,user168@example.com,(176) 453-1008,32,34377.878934114735,2022-01-09,active
CUST_000170,David Johnson,user169@example.com,(397) 311-9171,25,44737.455072714336,01/18/2022,Active
CUST_000171,Emily Smith,user170@example.com,(420) 151-6294,24,90398.26135311185,"April 13, 2020",Active
CUST_000172,Sarah Williams,invalid_email_171,3961086234,25,73199.25081721117,02/28/2022,suspended
CUST_000173,David Johnson,user172@example.com,2338697827,34,67800.53236768658,2023-10-21,suspended
CUST_000174,,invalid_email_173,(985) 756-7997,39,62128.25167068752,13-10-2021,suspended
CUST_000175,David Jones,user174@example.com,+13764638975,38,41777.25775618055,"October 05, 2020",suspended
CUST_000176,John Garcia,user175@example.com,519-486-1263,44,50988.576386884626,02/18/2020,Pending
CUST_000177,David Garcia,user176@example.com,+17216702525,35,5000.0,24-07-2021,Active
CUST_000178,Jane Johnson,user177@example.com,+15968374798,52,65991.48632128887,2020-09-14,suspended
CUST_000179,David Smith,user178@example.com,309-728-8228,31,85178.37788533806,"July 09, 2020",suspended
CUST_000180,Jane Garcia,user179@example.com,925-406-9289,67,77366.76273586256,12-04-2021,active
CUST_000181,Mike Williams,user180@example.com,9934708416,42,26612.312884079187,"June 12, 2023",Active
CUST_000182,,user181@example.com,918-746-9769,24,59479.89937802097,"November 11, 2020",Pending
CUST_000183,Sarah Garcia,user182@example.com,3709117394,22,69735.26690335794,06/20/2021,suspended
CUST_000184,,user183@example.com,(348) 964-6245,40,67377.20660289271,"December 31, 2023",active
CUST_000185,David Jones,user184@example.com,+13565888810,32,42415.32473225161,20-02-2023,INACTIVE
CUST_000186,Lisa Williams,user185@example.com,5497553585,43,113282.18431536722,14-01-2023,Pending
CUST_000187,John Smith,user186@example.com,+16193809441,40,29458.308753377623,"March 10, 2020",active
CUST_000188,Chris Miller,user187@example.com,4929342191,34,33336.231066679,2020-02-15,Active
CUST_000189,,user188@example.com,+18746769505,24,59671.90162523153,05-05-2021,INACTIVE
CUST_000190,John Williams,user189@example.com,(604) 706-9812,18,97336.06109927707,10/11/2020,suspended
CUST_000191,,user190@example.com,2919331663,29,38276.10298591659,11-04-2021,active
CUST_000192,David Johnson,user191@example.com,431-703-1201,45,49683.43268706015,2021-10-11,active
CUST_000193,Lisa Jones,user192@example.com,(857) 216-8178,37,76545.87346031386,20-07-2021,Active
CUST_000194,,user193@example.com,6634735659,20,54642.75690224533,2023-11-27,active
CUST_000195,John Smith,user194@example.com,680-168-4671,37,48307.92290939409,"January 30, 2022",active
CUST_000196,Jane Garcia,user195@example.com,(289) 397-7696,39,66312.6580377344,2023-12-22,active
CUST_000197,Mike Jones,user196@example.com,8579908689,24,60450.35980459186,"April 17, 2020",suspended
CUST_000198,John Miller,user197@example.com,(292) 724-4838,36,75608.77571273583,2020-09-21,Pending
CUST_000199,Emily Jones,user198@example.com,156-893-7658,35,80829.37778130727,2022-11-09,INACTIVE
CUST_000200,,invalid_email_199,480-998-4190,21,61140.06120010724,2020-11-08,suspended
CUST_000201,Mike Smith,user200@example.com,5834219875,39,60834.65450756618,2020-08-20,suspended
CUST_000202,David Williams,user201@example.com,(930) 260-9253,41,59282.21964572267,14-04-2020,Pending
CUST_000203,John Williams,user202@example.com,2227087608,47,64782.61113298575,06/29/2020,Pending
CUST_000204,Sarah Garcia,user203@example.com,+16736006328,47,56103.41275742928,"January 10, 2022",suspended
CUST_000205,Sarah Garcia,user204@example.com,+19806653396,18,54987.830353554215,2023-11-10,INACTIVE
CUST_000206,Jane Williams,invalid_email_205,(576) 972-7961,23,78932.54241654485,"August 20, 2021",Active
CUST_000207,,user206@example.com,,41,85322.32360710086,01/01/2020,Pending
CUST_000208,Mike Johnson,user207@example.com,(566) 324-9445,41,24848.941107331582,08/09/2023,active
CUST_000209,Mike Miller,user208@example.com,9654947748,41,55200.42303481138,2021-10-03,suspended
CUST_000210,Mike Brown,user209@example.com,773-683-9168,80,41226.11133109531,06/27/2023,active
CUST_000211,John Johnson,user210@example.com,111-909-1905,41,48780.570670278554,2023-11-05,suspended
CUST_000212,Emily Miller,user211@example.com,+14727771759,48,63050.32419470643,2020-09-11,INACTIVE
CUST_000213,Chris Miller,user212@example.com,7155093573,46,68388.76743084937,15-06-2023,INACTIVE
CUST_000214,,invalid_email_213,(117) 552-4789,42,52757.471127773104,11/19/2021,Active
CUST_000215,Mike Miller,user214@example.com,(251) 514-6827,31,20000.0,2022-03-19,INACTIVE
CUST_000216,,user215@example.com,+12624535745,44,35699.088388476404,09/30/2022,Active
CUST_000217,John Miller,,4407365985,25,72929.99340400333,11/23/2022,suspended
CUST_000218,Lisa Johnson,user217@example.com,5356112983,32,20000.0,2022-09-29,suspended
CUST_000219,Sarah Miller,user218@example.com,(427) 308-8246,29,78748.54303364,"September 18, 2020",suspended
CUST_000220,,user219@example.com,+17524232483,35,65424.599812890825,09/01/2020,Pending
CUST_000221,David Miller,user220@example.com,618-787-9205,62,81323.52163060044,02/04/2022,suspended
CUST_000222,Sarah Johnson,user221@example.com,,18,51028.61626238079,"June 20, 2022",INACTIVE
CUST_000223,John Garcia,user222@example.com,4228834284,43,20000.0,2022-04-11,Active
CUST_000224,,user223@example.com,+18595016549,18,63607.25283012996,2021-05-29,Active
CUST_000225,Emily Williams,,6343227077,29,80493.06248076682,"January 08, 2021",Pending
CUST_000226,Jane Miller,user225@example.com,858-814-1393,48,73494.43611026842,08/12/2020,Pending
CUST_000227,David Williams,user226@example.com,+12949721744,35,41746.17033023929,2020-01-29,active
CUST_000228,Chris Garcia,user227@example.com,(559) 286-2062,22,56735.22150925294,2020-01-23,suspended
CUST_000229,Emily Smith,user228@example.com,(425) 497-9970,26,44343.27462440152,21-11-2022,active
CUST_000230,Jane Williams,user229@example.com,+19001284000,43,38614.67071621255,09-04-2023,Pending
CUST_000231,Mike Jones,invalid_email_230,+16334414676,26,74107.77142359702,27-10-2020,Active
CUST_000232,David Smith,invalid_email_231,9336703549,37,31049.353774696756,2021-06-18,Active
CUST_000233,Jane Jones,user232@example.com,842-687-3795,35,37123.671388367744,01/18/2020,active
CUST_000234,Chris Williams,user233@example.com,(584) 205-8855,27,32919.48733055229,2022-01-16,Active
CUST_000235,Emily Brown,user234@example.com,,60,25195.04953401907,09/21/2023,Active
CUST_000236,,user235@example.com,805-296-1579,42,57928.28583685207,21-07-2021,active
CUST_000237,Sarah Williams,,(134) 517-5273,18,78230.06096963951,"October 06, 2022",suspended
CUST_000238,John Garcia,user237@example.com,5358979452,37,51302.46487509469,04-08-2021,INACTIVE
CUST_000239,Chris Smith,user238@example.com,+12653039777,27,24885.043988716672,"June 25, 2022",active
CUST_000240,Sarah Williams,user239@example.com,+17825231752,45,71798.89079484055,06/25/2023,Pending
CUST_000241,,user240@example.com,+14804586828,25,88714.03508069942,2022-03-02,INACTIVE
CUST_000242,Emily Jones,invalid_email_241,852-871-6359,33,42075.15351706811,"June 19, 2020",Active
CUST_000243,Emily Garcia,user242@example.com,+11034268240,41,45428.914665645636,2023-08-28,INACTIVE
CUST_000244,Jane Garcia,user243@example.com,233-462-1195,45,65313.21260166788,20-04-2022,Active
CUST_000245,,user244@example.com,,20,87437.47495570102,"March 08, 2022",INACTIVE
CUST_000246,,user245@example.com,9449229735,30,44603.31708549548,03/15/2022,INACTIVE
CUST_000247,,user246@example.com,,29,28351.0043800359,"January 12, 2021",active
CUST_000248,Chris Garcia,user247@example.com,+14279256330,27,67628.37212544814,05/31/2022,Pending
CUST_000249,David Jones,user248@example.com,450-596-9255,56,70981.36146284599,2023-09-27,active
CUST_000250,,user249@example.com,9035833440,39,55122.629008704534,11/16/2022,active
CUST_000251,Chris Garcia,user250@example.com,2563952870,19,43837.33480685099,"May 06, 2023",Pending
CUST_000252,Chris Garcia,user251@example.com,+11874781971,46,74887.57461984092,"October 28, 2022",suspended
CUST_000253,,user252@example.com,8814105009,60,65560.72009095928,02/21/2022,Active
CUST_000254,David Brown,user253@example.com,+11146352947,47,39631.28966193015,22-08-2021,suspended
CUST_000255,John Williams,user254@example.com,941-217-2408,18,55981.89462611343,30-11-2022,active
CUST_000256,,user255@example.com,7444918155,29,27965.84935950707,02-11-2022,Pending
CUST_000257,Chris Miller,user256@example.com,+13911175513,50,68717.80912875841,"June 25, 2020",suspended
CUST_000258,Emily Brown,,4641461689,26,49755.328612342884,05/31/2022,active
CUST_000259,Lisa Brown,user258@example.com,4194435929,40,46285.783352305254,05/22/2022,INACTIVE
CUST_000260,Sarah Jones,user259@example.com,(667) 701-3257,44,54342.51029695132,"December 04, 2021",INACTIVE
CUST_000261,Lisa Miller,user260@example.com,+11235151608,23,55806.15398660496,24-10-2021,active
CUST_000262,Mike Garcia,user261@example.com,908-415-4964,34,72898.60123131122,18-11-2023,suspended
CUST_000263,Jane Williams,user262@example.com,4568569293,18,66821.81062650443,11/06/2021,suspended
CUST_000264,Emily Smith,user263@example.com,(330) 907-7451,22,51871.814424143944,2021-09-05,suspended
CUST_000265,Sarah Garcia,invalid_email_264,(513) 399-8982,31,70273.3629943799,09-12-2021,active
CUST_000266,David Johnson,invalid_email_265,4114716328,20,63014.74507383226,"August 18, 2020",Pending
CUST_000267,,,(636) 847-4619,54,46468.007274279254,01/01/2023,Pending
CUST_000268,John Smith,user267@example.com,(901) 881-5862,18,52505.636835270285,2021-02-12,Pending
CUST_000269,Sarah Brown,user268@example.com,+17627517667,29,52035.542223137585,06/27/2021,suspended
CUST_000270,Jane Brown,user269@example.com,7877221577,36,65105.22686348403,22-08-2020,Pending
CUST_000271,Chris Garcia,user270@example.com,3664654468,52,47659.547705567165,08/15/2022,active
CUST_000272,Sarah Garcia,invalid_email_271,+19938419908,18,47191.81627156733,09/05/2023,Pending
CUST_000273,Chris Brown,user272@example.com,2699626180,48,94375.14618867918,2022-11-26,suspended
CUST_000274,Chris Johnson,invalid_email_273,8036897168,35,73794.70963494209,01/24/2021,suspended
CUST_000275,Mike Garcia,user274@example.com,+11526789224,23,39787.986711497215,2022-07-11,suspended
CUST_000276,John Miller,user275@example.com,6099441227,40,66418.81987884396,29-10-2021,Pending
CUST_000277,,user276@example.com,(516) 646-2681,37,57367.001313103545,04-09-2021,Pending
CUST_000278,Chris Johnson,user277@example.com,335-978-9938,27,62831.023505201876,01/18/2020,active
CUST_000279,Mike Miller,invalid_email_278,2117953959,35,57746.82649130209,19-09-2022,Pending
CUST_000280,,user279@example.com,203-490-5135,30,78792.85290970471,07/10/2020,suspended
CUST_000281,,user280@example.com,518-494-3514,36,61912.40689302892,05/27/2021,active
CUST_000282,Jane Brown,user281@example.com,(214) 258-6720,42,53758.22603571425,2020-11-15,Pending
CUST_000283,Mike Miller,user282@example.com,+12305517593,54,75843.81153966035,11/10/2021,suspended
CUST_000284,Lisa Garcia,user283@example.com,888-987-3650,20,59665.70082175744,"March 01, 2020",INACTIVE
CUST_000285,Emily Miller,user284@example.com,+19108636063,60,57429.57158658116,2023-06-02,INACTIVE
CUST_000286,,user285@example.com,+11386681981,18,61280.45204972229,14-08-2023,suspended
CUST_000287,Chris Miller,user286@example.com,3377674612,33,53127.81953267267,08/21/2023,Pending
CUST_000288,Lisa Johnson,user287@example.com,+18926072540,42,55184.539859909375,"February 27, 2022",suspended
CUST_000289,Lisa Brown,user288@example.com,,38,43266.108224762545,07/16/2020,Pending
CUST_000290,David Miller,user289@example.com,491-946-2351,27,39976.65560752242,"February 15, 2022",Active
CUST_000291,Sarah Miller,user290@example.com,8883588336,32,35028.592270351204,05/01/2022,INACTIVE
CUST_000292,David Miller,user291@example.com,440-137-5340,29,27160.334264058478,20-09-2021,active
CUST_000293,Lisa Garcia,user292@example.com,478-289-8047,27,37405.652772308866,28-09-2020,Active
